"name","source","capacity","lat","lon"
"Nhà máy Nhiệt điện Mông Dương 1","coal","1080 MW",21.0740319,107.3459034
"","hydro","yes",22.5727095,102.5080231
"Nhà máy thủy điện Nậm Củm 4","hydro","54 MW",22.5181114,102.5789018
"","hydro","yes",22.6059519,102.6464559
"","hydro","yes",22.5628103,102.6232079
"","hydro","yes",22.3910512,102.8331745
"","hydro","yes",22.3946627,102.9527441
"","hydro","yes",22.4173992,102.9544935
"Nhà máy Nhiệt điện Cẩm Phả","coal","670 MW",21.0082665,107.3586505
"Nhà máy thủy điện Khe Giông","hydro","yes",16.6058637,106.7908896
"Nhà máy thủy điện Đakrông 4","hydro","yes",16.6147603,106.8607339
"NMTĐ Đakrông 1","hydro","yes",16.5049472,106.9698697
"Thai Hoa Wind Farm","","",11.0715386,108.3737948
"Nhà máy Thuỷ điện Nậm Cấu","hydro","yes",22.3919681,102.8082960
"Nhà máy Thuỷ điện Nậm Sì Lường 4","hydro","20 MW",22.3834290,102.8336782
"Nhà máy Thuỷ điện Nậm Cấu Thượng","hydro","yes",22.4200389,102.8091602
"Nhà máy Thuỷ điện Nậm Thi 2","hydro","yes",22.3528302,103.6922847
"Nhà máy Thủy điện Đăk Pô Cô","hydro","16,5 MW",14.6445839,107.8096224
"Thuỷ điện Hoa Thám","hydro","yes",22.6187211,106.1009579
"Thoong Cot 2","hydro","",22.8293580,106.6188387
"Nhà máy Thủy điện Ialy","hydro","720 MW",14.2221223,107.7956282
"Nhà máy Thủy điện Văn Phong","hydro","yes",13.9370925,108.8734023
"Nhà máy Thủy Điện Sông Hinh","hydro","70 MW",12.9227624,109.0175523
"Nhà máy Thủy điện Sơn Giang","hydro","yes",12.9511216,109.0233542
"Năng lượng Mặt trời Sơn Giang 2","solar","yes",12.9523954,109.0236990
"Năng lượng Mặt trời Sơn Giang 1","solar","yes",12.9503382,109.0237977
"Nhà máy Thủy điện Đăk R’Tih 1","hydro","82 MW",11.9458857,107.6599135
"Nhà máy Thủy điện TTC H'Mun","hydro","yes",13.8044599,108.1650331
"Nhà máy Điện Mặt trời Thiên Tân Solar Ninh Thuận","solar","1000 MW",11.6829697,108.9672303
"","hydro","yes",22.6008263,106.1683604
"Thủy điện Bạch Đằng","hydro","yes",22.6004479,106.1674704
"","hydro","yes",22.6000176,106.1684874
"THONG NHAT STEEL INCORPORATED","coal","10 MW",10.5909962,107.0449969
"","solar","",11.5239114,107.5272013
"","hydro","yes",15.5070144,108.4643336
"","hydro","yes",23.1429325,105.5151397
"","hydro","yes",22.5914516,106.5717364
"","solar","yes",11.7685014,108.4109753
"","solar","yes",11.7682896,108.4108241
"","solar","yes",11.7545838,108.3993704
"","solar","yes",11.7592157,108.4052855
"","solar","yes",11.7696005,108.4021695
"","solar","yes",11.7690982,108.4020229
"","solar","yes",11.7690007,108.4025586
"","solar","yes",11.7683716,108.4025460
"","solar","yes",11.7302589,108.4148977
"","solar","yes",11.7940652,108.1861320
"","solar","yes",11.7938422,108.1859341
"","solar","yes",11.7927314,108.5637917
"","solar","yes",11.8011333,108.5763621
"","solar","yes",11.7254279,108.5386420
"","solar","yes",11.7262020,108.5392595
"Nhà máy Nhiệt điện Sông Hậu 1","coal","1200 MW",9.9528517,105.8614094
"Thủy điện Hòa Bình mở rộng","hydro","480 MW",20.8116955,105.3309228
"","solar","",11.4606752,108.9558148
"","solar","",11.4281823,109.0005273
"","solar","",20.9304607,106.0626340
"","solar","",20.9143137,106.0838074
"","solar","",20.9088967,106.0892362
"","solar","",20.9069474,106.0801328
"","solar","",20.9056996,106.0865539
"","solar","",20.9104151,106.0793763
"","solar","",20.9111091,106.0678267
"","solar","",20.9110164,106.0661718
"","solar","",20.9126150,106.0628083
"","solar","",20.9169770,106.0641830
"","solar","",20.9171386,106.0636237
"","solar","",20.9197731,106.0635352
"","solar","",20.9183074,106.0646430
"","solar","",20.9186932,106.0635942
"","solar","",20.9188636,106.0630283
"","solar","",20.9185980,106.0641119
"","solar","",20.9179817,106.0688540
"","solar","",20.9120300,106.0725341
"","solar","",20.9130709,106.0726225
"","hydro","",21.9949983,105.2167672
"","hydro","",21.9729308,104.0609430
"","hydro","",21.5134298,104.5005665
"Thủy điện Hòa Thuận","hydro","",22.5411999,106.4963727
"","hydro","",22.4393356,103.9458587
"","solar","",11.0216645,106.3840163
"","solar","",11.0225228,106.3813474
"","solar","",11.0194266,106.3880583
"","solar","",11.0172809,106.3809062
"","solar","",11.0182655,106.3820663
"","solar","",11.0147087,106.3896006
"","solar","",11.0164332,106.3933181
"","solar","",11.0165701,106.3945654
"","solar","",11.0135845,106.3971672
"","solar","",11.0149220,106.3991198
"","solar","",11.6015858,108.9417427
"","solar","",14.0217966,108.0356750
"","solar","",14.0219814,108.0347228
"","solar","",14.0223640,108.0365977
"","solar","",14.0232852,108.0353209
"","solar","",14.0200349,108.0333119
"","solar","",14.0210394,108.0306793
"","solar","",14.0201598,108.0284223
"","solar","",14.0195952,108.0276820
"","solar","",14.0209119,108.0287146
"","solar","",15.7847570,108.1112153
"","solar","",15.7857791,108.1115413
"","solar","",15.6259790,108.4656277
"","solar","",15.6266609,108.4650899
"","solar","",15.6198144,108.4667234
"","solar","",15.6193106,108.4659670
"","solar","",20.5207545,105.8910289
"","solar","",20.5226385,105.8983997
"","solar","",20.5195965,105.8990085
"","solar","",20.5203476,105.9005052
"","solar","",20.5260636,105.8989039
"","solar","",20.5266099,105.8980014
"","solar","",11.1564690,108.3649282
"","solar","",10.9559823,108.1021415
"","solar","",10.8718949,106.9448581
"","solar","",10.8718765,106.9339066
"","solar","",10.8730868,106.9435251
"","solar","",10.8724929,106.9417655
"","solar","",10.8716131,106.9394856
"","solar","",10.8700248,106.9398398
"","solar","",10.8698008,106.9421303
"","solar","",10.8626334,106.9423476
"","solar","",10.8635185,106.9440427
"","solar","",10.8644641,106.9442036
"","solar","",10.8638689,106.9416153
"","solar","",10.8628573,106.9374847
"","solar","",10.8617720,106.9361758
"","solar","",10.8664713,106.9290948
"","solar","",10.8618089,106.9308704
"","solar","",9.1955106,105.6943425
"","solar","",9.2047564,105.6627596
"","solar","",9.2078330,105.6628668
"","solar","",9.2081296,105.6638861
"","solar","",10.2702851,106.2804294
"","solar","",10.2693244,106.2804723
"","solar","",10.2678544,106.2796757
"","solar","",10.2686039,106.2821057
"","solar","",10.2684033,106.2864455
"","solar","",10.2710293,106.2849918
"","solar","",20.7656670,106.3287024
"","solar","",20.7653184,106.3293783
"","solar","",20.9671716,106.4397619
"","solar","",20.9596174,106.3576958
"","solar","",20.9777569,106.3926315
"","solar","",20.9690662,106.3728127
"","solar","",20.9651164,106.3735530
"","solar","",20.9616563,106.3687719
"","solar","",20.9883903,106.3501346
"","solar","",20.9882801,106.3532058
"","solar","",20.9908244,106.3522107
"","solar","",21.0574654,105.9785575
"","solar","",21.0570136,105.9778493
"","solar","",21.0584741,105.9773277
"","solar","",20.9574158,106.0209780
"","solar","",20.9533843,106.0230593
"","solar","",20.9534795,106.0298601
"","solar","",21.0850319,105.9798489
"","solar","",21.0843549,105.9784327
"","solar","",21.0850806,105.9788150
"","solar","",21.0789266,105.9915206
"","solar","",21.0767042,105.9895035
"","solar","",21.0787439,105.9884361
"","solar","",21.0790693,105.9861320
"","solar","",21.0761210,105.9777340
"","solar","",21.0752450,105.9800273
"","solar","",20.7638738,105.5282924
"","solar","",20.9992183,105.5442756
"","solar","",21.0018801,105.5458125
"","solar","",20.8236000,105.5143046
"","solar","",20.8111622,105.3798321
"","solar","",21.0387323,104.3495715
"","solar","",20.7709424,105.3503198
"","solar","",21.1806553,105.7788455
"","solar","",21.1824960,105.7766703
"","solar","",21.1912542,105.7642758
"","solar","",21.1914967,105.7629132
"","solar","",21.1918920,105.7687954
"","solar","",21.2003069,105.7526055
"","solar","",21.2046656,105.7473054
"","solar","",21.2046006,105.7497838
"","solar","",21.2045956,105.7531688
"","solar","",21.2061385,105.7547486
"","solar","",21.2004645,105.7580423
"","solar","",21.8499752,105.1503758
"","solar","",21.8547077,105.1525229
"","solar","",21.2328472,104.0642005
"","solar","",21.1150842,105.7692150
"","solar","",21.1156221,105.7690836
"","solar","",21.1167005,105.7636509
"","solar","",21.1125195,105.7678807
"","solar","",21.1114110,105.7666764
"","solar","",21.1109056,105.7686746
"","solar","",21.1087712,105.7760856
"","solar","",21.1090239,105.7753668
"","solar","",21.1103851,105.7839471
"","solar","",21.1113109,105.7779336
"","solar","",21.1141784,105.7789341
"","solar","",21.1141083,105.7782984
"","solar","",21.1140433,105.7769493
"","solar","",21.1155971,105.7760963
"","solar","",21.1162151,105.7788482
"","solar","",21.1157923,105.7782340
"","solar","",21.1159098,105.7775554
"","solar","",21.1139907,105.7828823
"","solar","",21.1172185,105.7819569
"","solar","",21.1204411,105.7807526
"","solar","",21.1210904,105.7776640
"","solar","",21.1227955,105.7765040
"","solar","",21.1210191,105.7759729
"","solar","",21.1199520,105.7751951
"","solar","",21.1173211,105.7769988
"","solar","",21.1170908,105.7765469
"","solar","",21.1180204,105.7759621
"","solar","",21.1173711,105.7751616
"","solar","",21.1186159,105.7709478
"","solar","",21.6284120,105.7983895
"","solar","",21.2436511,106.1447096
"","solar","",21.2436311,106.1441597
"","solar","",21.4381245,105.8929521
"","solar","",21.4394627,105.8929306
"","solar","",21.4407584,105.8927375
"","solar","",21.2358924,105.8117992
"","solar","",21.2291595,105.8165306
"","solar","",21.2287144,105.8185986
"","solar","",21.2304872,105.8177591
"","solar","",21.1273190,106.0106823
"","solar","",21.2801096,102.9745531
"","solar","",21.3822916,103.0706124
"","solar","",21.1992191,104.0445238
"","solar","",21.1994993,104.0450388
"","solar","",21.2005345,104.0449369
"","solar","",21.1975662,104.0488717
"","solar","",21.1980563,104.0485982
"","solar","",21.3514681,103.9869100
"","solar","",21.3227645,103.9775330
"","solar","",21.4928405,104.0300023
"","solar","",21.4879351,104.0305401
"","solar","",21.4585655,103.0194962
"","solar","",20.8636165,106.5560505
"","solar","",21.0911544,106.7459348
"","solar","",18.8660216,105.5149766
"","solar","",18.8573842,105.6193802
"","solar","",18.6842657,105.5835110
"","solar","",18.6845832,105.5825883
"","solar","",18.6845833,105.5801100
"","solar","",18.6308421,105.7297115
"","solar","",18.6308727,105.7307616
"","solar","",18.6310734,105.7303324
"","solar","",18.6407835,105.7440814
"","solar","",18.8168741,105.6970636
"","solar","",18.8180952,105.6412831
"","solar","",19.0723608,105.6108401
"","solar","",16.8938287,107.0157368
"","solar","",17.0350925,107.1009198
"","solar","",17.0377955,107.1018317
"","solar","",17.0398573,107.1002706
"","solar","",17.0486866,107.0786869
"","solar","",17.0484520,107.0939796
"","solar","",17.0495842,107.0933988
"","solar","",16.8860419,107.0886541
"","solar","",16.8854131,107.0882007
"","solar","",16.8906951,107.0895874
"","solar","",16.8894683,107.0885709
"","solar","",16.8899020,107.0842176
"","solar","",16.8927021,107.0924279
"","solar","",16.8934540,107.0922589
"","solar","",16.8932769,107.0914408
"","solar","",16.8938275,107.0913925
"","solar","",16.8949400,107.0918351
"","solar","",16.8903383,107.0929026
"","solar","",16.8909235,107.0924413
"","solar","",16.8899199,107.0944610
"","solar","",16.9960282,106.9781417
"","solar","",17.0314996,107.0830536
"","solar","",17.0159256,107.1064358
"","solar","",17.0152254,107.1066543
"","solar","",17.0499534,106.9371682
"","solar","",17.0513894,106.9402045
"","solar","",17.2104391,106.8788167
"","solar","",17.0580410,106.9358084
"","solar","",19.7772718,105.8162020
"","solar","",20.1913592,106.3229531
"","solar","",20.2270011,105.9695573
"","solar","",20.0523685,105.5490419
"","solar","",20.2521445,106.1197302
"","solar","",20.2512008,106.1209076
"","solar","",19.9979152,105.6195197
"","solar","",19.7073784,105.6929880
"","solar","",20.4020073,106.1443394
"","solar","",20.4013335,106.1411570
"","solar","",20.6695538,105.9349179
"","solar","",20.6695412,105.9336197
"","solar","",20.6708813,105.9343761
"","solar","",20.6654054,105.9307685
"","solar","",20.6692827,105.9226629
"","solar","",20.6699013,105.9216511
"","solar","",20.6690342,105.9248328
"","solar","",20.6652775,105.9256831
"","solar","",20.6643012,105.9256884
"","solar","",20.6610311,105.9307632
"","solar","",20.6609332,105.9275954
"","solar","",20.6581022,105.9279067
"","solar","",20.6582051,105.9268338
"","solar","",20.6576705,105.9307605
"","solar","",20.6287754,105.9395823
"","solar","",20.6345464,105.9378952
"","solar","",20.6330905,105.9352935
"","solar","",20.6314614,105.9241381
"","solar","",20.6296968,105.9231832
"","solar","",20.6311702,105.9226629
"","solar","",20.6267949,105.9240443
"","solar","",20.6210400,105.9319373
"","solar","",20.6204927,105.9306009
"","solar","",20.6064478,105.6869490
"","solar","",20.4826702,106.0491693
"","solar","",20.4884516,106.4176177
"","solar","",20.9465109,106.3459235
"","solar","",20.8141420,106.6011304
"","solar","",20.8151336,106.6014603
"","solar","",20.8520380,106.5655374
"Nhà máy Điện gió V1-3 REE Trà Vinh","","",9.6623872,106.5762495
"","solar","",12.0596352,107.5799811
"","hydro","",13.4895977,108.8812897
"","hydro","yes",21.1098110,105.8382924
"","","",21.1100592,105.8388453
"","solar","",11.8602519,109.1034906
"","solar","",11.8613307,109.1022540
"","solar","",11.8677650,109.1013441
"","solar","",11.8679711,109.1001002
"","solar","",11.8678720,109.0993083
"","solar","",11.8670386,109.1005254
"","solar","",11.8633637,109.1008338
"","solar","",11.8647615,109.1018383
"","solar","",14.7658970,108.9713328
"","solar","",14.7665863,108.9703786
"","solar","",14.7665170,108.9696858
"","solar","",14.7661072,108.9697369
"","solar","",14.7661137,108.9703899
"","solar","",14.7652889,108.9698650
"","solar","",14.7656785,108.9701606
"","solar","",14.7653634,108.9704154
"","solar","",14.7645088,108.9712154
"","solar","",14.7650687,108.9713938
"","solar","",14.7646164,108.9723479
"","solar","",14.7642138,108.9736274
"","solar","",14.7630375,108.9733753
"","solar","",10.6732291,107.5176790
"","solar","",10.8299537,106.9664754
"","solar","",11.5128954,108.9314697
"","solar","",12.8195180,108.0561121
"","solar","",12.0452424,107.7066377
"","solar","",11.6579664,108.9695055
"","solar","",11.6570279,108.9699897
"","solar","",11.6568086,108.9680685
"","solar","",11.6569964,108.9666792
"","solar","",11.6573353,108.9661748
"","solar","",11.6584372,108.9641230
"","solar","",11.6627899,108.9617774
"","solar","",11.6623499,108.9626089
"","solar","",11.6617747,108.9630541
"","solar","",11.6611787,108.9619879
"","solar","",11.6600698,108.9623688
"","solar","",13.2202871,108.6042724
"","solar","",11.1749206,108.2938343
"","solar","",11.1736628,108.2934930
"","solar","",10.2812456,104.8192317
"","solar","",13.8904777,108.5876387
"","solar","",11.8796692,106.5139961
"","solar","",11.4805083,106.8109891
"","solar","",16.5934940,107.4667912
"","solar","",16.5933099,107.4667590
"","solar","",16.5933778,107.4664456
"","solar","",16.5935208,107.4662816
"","solar","",16.5937241,107.4664164
"","solar","",16.5950595,107.4623944
"","solar","",16.5935480,107.4617640
"","solar","",16.5919170,107.4660435
"","solar","",13.5778517,108.0938354
"","solar","",13.5760182,108.0979224
"","solar","",13.5759920,108.0960877
"","solar","",11.6913381,108.8976706
"","solar","",11.2084296,107.3097009
"","solar","",12.1332473,109.0914085
"","solar","",12.1340359,109.0919966
"","solar","",11.4976926,106.9666558
"","solar","",11.4945772,106.9626814
"","solar","",11.4942250,106.9588224
"","solar","",11.3423715,108.7424874
"","solar","",11.3427213,108.7418624
"","solar","",14.0418594,109.0615006
"","solar","",11.6583866,108.1477517
"","solar","",11.6572749,108.1467413
"","solar","",11.6600343,108.1451172
"","solar","",12.1972346,107.6040298
"","solar","",12.2006067,107.6034001
"","solar","",12.0846498,107.5267848
"","solar","",10.6709287,107.1291876
"","solar","",11.4734466,108.8558556
"","solar","",11.9271427,106.6399319
"","solar","",12.5077520,109.0206613
"","solar","",11.1976743,108.4730078
"","solar","",11.1976428,108.4750155
"","solar","",13.9731339,107.8820454
"","solar","",13.9721384,107.8810349
"","solar","",12.2571819,108.9475891
"","solar","",12.6704068,107.9028010
"","solar","",11.3454852,106.2993704
"","solar","",11.6263454,109.0739420
"","solar","",11.6255146,109.0778741
"","solar","",11.6250857,109.0808816
"","solar","",11.5375262,107.4226762
"","solar","",11.5398139,107.4240697
"","solar","",13.9268807,108.2629573
"","solar","",12.5510997,107.9997092
"","solar","",12.5507699,107.9985640
"","solar","",15.8178900,108.0435493
"","solar","",14.0149252,108.2545439
"","solar","",14.0603854,108.9683682
"","solar","",11.6843278,108.0501026
"","solar","",14.4836910,107.9293911
"","solar","",11.8478723,106.5101016
"","solar","",11.5721087,108.3696302
"","solar","",13.9979143,108.2065733
"","solar","",13.9978283,108.2060462
"","solar","",14.6650555,107.9272037
"","solar","",11.7546232,108.7769182
"","solar","",11.7549331,108.7756777
"","solar","",11.7553204,108.7744613
"","solar","",11.7551471,108.7735722
"","solar","",13.9564113,108.5478260
"","solar","",13.9147728,108.0616556
"","solar","",13.7652663,107.5318261
"","solar","",11.5768148,108.8711751
"","solar","",11.8012668,106.5472595
"","solar","",12.5464761,107.9774087
"","solar","",10.6674745,107.7253542
"","solar","",10.5706045,107.3579103
"","solar","",11.7220896,108.7984295
"","solar","",11.7206812,108.7979155
"","solar","",11.7204192,108.7982799
"","solar","",11.7198992,108.7986649
"","solar","",18.5047791,105.5917642
"","solar","",11.6989735,106.1174087
"","solar","",11.6990168,106.1159107
"","solar","",11.8357271,106.7253649
"","solar","",11.4037864,107.5029842
"","solar","",11.1558230,106.6017963
"","solar","",12.7311834,108.5175339
"","solar","",16.8658208,107.0026249
"","solar","",11.7196366,106.6893992
"","solar","",13.7865418,108.1211878
"","solar","",11.4781084,108.9441150
"","solar","",11.2916838,105.8896992
"","solar","",11.3559983,106.0214581
"","solar","",11.6874777,108.8786712
"","solar","",11.6886334,108.8789240
"","solar","",12.0322902,109.1048652
"","solar","",12.0305969,109.1038942
"","solar","",12.3452803,108.2053609
"","solar","",10.9622212,107.4260297
"","solar","",11.5863530,107.4960628
"","solar","",9.3706944,106.0683645
"","solar","",13.7706303,108.0479494
"","solar","",13.1752894,109.2332907
"","solar","",15.1857539,108.6531973
"","solar","",15.2080129,108.6909413
"","solar","",10.5447784,107.2778235
"","solar","",13.8462458,107.9760589
"","solar","",12.3306487,108.8898767
"","solar","",11.7645052,106.6010572
"","solar","",11.4303459,108.9884506
"","solar","",11.0041326,108.0306659
"","solar","",14.1574905,108.5429290
"","solar","",10.5744211,104.9843646
"","solar","",10.6000833,107.4952990
"","solar","",10.5993695,107.4975575
"","solar","",10.5986115,107.5013200
"","solar","",10.5977494,107.5032337
"","solar","",10.5948427,107.5047411
"","solar","",11.5548285,106.5031010
"","solar","",13.6107170,108.1983456
"","solar","",11.4856260,108.9350197
"","solar","",11.2621539,107.5895874
"","solar","",11.8662426,107.5145340
"","solar","",13.1758849,109.2355787
"","solar","",18.3988287,105.8015464
"","solar","",11.0084761,107.9654903
"","solar","",11.0089803,107.9661381
"","solar","",11.0074094,107.9644651
"","solar","",11.0083280,107.9648198
"","solar","",11.0091073,107.9647588
"","solar","",11.7944167,106.6076616
"","solar","",11.5504872,107.4388507
"","solar","",11.0538742,107.3271762
"","solar","",11.0227965,107.9329397
"","solar","",11.9670426,109.0666230
"","solar","",13.9316071,108.1957532
"","solar","",13.9318837,108.1949700
"","solar","",11.0168716,107.3616909
"","solar","",12.2998652,108.9710189
"","solar","",11.4458620,106.8746848
"","solar","",11.1451506,107.2477211
"","solar","",13.6171794,108.3864408
"","solar","",11.7532039,108.7377767
"","solar","",11.7510676,108.7408679
"","solar","",13.5035955,108.1047459
"","solar","",11.9683389,109.0958603
"","solar","",11.9711634,109.0940720
"","solar","",11.6538086,108.9691408
"","solar","",15.5980798,108.1616087
"","solar","",11.0009243,105.7565135
"","solar","",12.0172820,109.1515269
"","solar","",11.7957617,108.2842139
"","solar","",11.7974972,108.2846564
"","solar","",11.7958517,108.2831578
"","solar","",11.7595671,108.1053414
"","solar","",12.5313795,108.0051360
"","solar","",11.8041325,106.5412964
"","solar","",14.6792195,107.8433632
"","solar","",11.2494442,107.3262199
"","solar","",11.4651033,108.8898968
"","solar","",11.5498802,106.2110648
"","solar","",10.9957480,107.3206705
"","solar","",13.9949759,108.4457714
"","solar","",13.5949892,108.1079015
"","solar","",13.5941483,108.1100888
"","solar","",11.8635487,108.7605178
"","solar","",11.8640842,108.7611093
"","solar","",12.5503889,107.9172226
"","solar","",12.5517321,107.9199853
"","solar","",13.8225073,108.0888384
"","solar","",10.7318115,107.3265338
"","solar","",14.5898636,107.8940289
"","solar","",14.0030894,108.2314876
"","solar","",12.5383780,108.9657471
"","solar","",10.5779476,104.9942236
"","solar","",15.6867659,108.3358410
"","solar","",15.2396050,108.8063769
"","solar","",11.6133551,109.0504284
"","solar","",11.6138332,109.0484785
"","solar","",11.5641244,106.2726295
"","solar","",15.7044036,108.2489937
"","solar","",15.7040453,108.2498085
"","solar","",13.6121482,108.2132372
"","solar","",11.0914605,106.8680102
"","solar","",12.7185610,107.9674302
"","solar","",10.8103093,107.3949268
"","solar","",10.8080436,107.3937580
"","solar","",10.8076905,107.3923578
"","solar","",13.9159762,108.1935176
"","solar","",11.1554157,108.2937022
"","solar","",11.5507368,106.5592664
"","solar","",9.2541612,105.6322293
"","solar","",11.6216585,106.8973870
"","solar","",10.7349883,107.3270347
"","solar","",15.6615410,108.3262454
"","solar","",14.0341389,108.9763619
"","solar","",11.5934723,106.5272288
"","solar","",11.4585434,106.8858707
"","solar","",10.8796818,106.8712992
"","solar","",14.4145873,108.0103683
"","solar","",11.6739307,108.8779497
"","solar","",11.6741625,108.8769015
"","solar","",11.9289459,106.5722671
"","solar","",17.4318428,106.4911302
"","solar","",11.9042332,106.7042493
"","solar","",11.7913770,108.2783733
"","solar","",17.9823609,106.2060544
"","solar","",11.2489390,105.9228695
"","solar","",18.4956425,105.8139597
"","solar","",18.4947637,105.8152606
"","solar","",13.1053850,108.9344631
"","solar","",11.5329390,107.4127386
"","solar","",11.5341203,107.4088534
"","solar","",11.5322030,107.4065159
"","solar","",11.5332320,107.4145170
"","solar","",18.2537263,105.6705916
"","solar","",13.5611341,108.4487975
"","solar","",10.8645379,107.8368897
"","solar","",14.4054268,108.1157751
"","solar","",11.0417074,107.4798114
"","solar","",11.8098219,108.8071815
"","solar","",12.0003499,106.7951775
"","solar","",11.6364691,108.8517210
"","solar","",11.8052182,108.7189489
"","solar","",12.6077017,108.3458047
"","solar","",12.6065847,108.3459314
"","solar","",12.1834784,109.0432374
"","solar","",12.8206256,108.3764697
"","solar","",10.6706177,105.2827898
"","solar","",11.2813972,108.3533639
"","solar","solar",12.0305891,107.6350200
"","solar","solar",15.7604658,108.2383836
"","solar","",12.2498992,108.9524667
"","solar","",11.4763999,106.9257688
"","solar","",10.5343486,107.3592065
"","solar","",10.5330420,107.3599608
"","solar","",11.4217897,106.7280444
"","solar","",11.8191342,108.8041037
"","solar","",11.8196304,108.8023965
"","solar","",11.2563259,106.0202618
"","solar","",11.6058882,109.1004301
"","solar","",14.9405322,108.8583890
"","solar","",11.0308657,107.5207632
"","solar","",11.7523963,106.5348623
"","solar","",12.8781984,108.0651874
"","solar","",11.3983570,106.8478078
"","solar","",10.5931863,105.0151281
"","solar","",12.5076591,109.0626432
"","solar","",14.0015695,107.9018931
"","solar","",14.0297335,107.8378996
"","solar","",15.1905906,108.6534575
"","solar","",12.5087052,109.0348515
"","solar","",11.5223582,107.5596164
"","solar","",10.9096163,106.5868020
"","solar","",11.6706631,108.8983968
"","solar","",13.7701822,108.0610621
"","solar","",12.6746371,107.9243566
"","solar","",11.6542644,109.0761588
"","solar","",11.6517583,109.0720108
"","solar","",12.6059054,109.1647053
"","solar","",12.6068543,109.1585537
"","solar","",12.6018986,109.1595219
"","solar","",12.6037066,109.1594233
"","solar","",11.0429967,106.9599912
"","solar","",9.4621914,105.4555831
"","solar","",11.3442354,106.7025655
"","solar","",9.2836879,105.6897278
"","solar","",11.2255763,108.2735802
"","solar","",11.2269181,108.2710161
"","solar","",18.1094101,106.2755880
"","solar","",12.5495675,107.9323778
"","solar","",11.9423452,106.7830713
"","solar","",11.9442241,106.7816202
"","solar","",11.1858445,108.3004774
"","solar","",11.1848485,108.3014953
"","solar","",10.7108865,107.5072959
"","solar","",11.1382069,108.3731505
"","solar","",10.9395920,107.4816244
"","solar","",11.7067091,106.5217986
"","solar","",11.7059112,106.5230660
"","solar","",14.5113216,108.8307890
"","solar","",10.4534143,107.2953283
"","solar","",10.5812856,107.4056737
"","solar","",10.5834911,107.4051694
"","solar","",10.5875343,107.4064811
"","solar","",12.5821409,107.9217120
"","solar","",11.8717003,106.8761037
"","solar","",13.9125800,108.5479313
"","solar","",11.9527826,106.8369167
"","solar","",11.4621933,108.9635490
"","solar","",12.2713700,107.4998085
"","solar","",11.4341225,106.8659891
"","solar","",18.3671036,105.8246496
"","solar","",14.4180424,107.9838855
"","solar","",10.8327633,107.8684366
"","solar","",13.6961213,107.9593098
"","solar","",12.2059777,107.5326696
"","solar","",11.4631764,108.9064970
"","solar","",11.4672877,108.9025381
"","solar","",11.4654121,108.9028586
"","solar","",11.0343697,107.6293807
"","solar","",11.4994792,108.8477983
"","solar","",11.4783266,106.7794007
"","solar","",13.2650887,108.5914019
"","solar","",12.6094862,109.1243447
"","solar","",16.6034506,107.4307215
"","solar","",16.6038388,107.4293924
"","solar","",11.0795710,106.4846903
"","solar","",9.1979413,105.6993127
"","solar","",9.1994545,105.6987682
"","solar","",9.2009676,105.6982116
"","solar","",11.6638774,106.9786445
"","solar","",14.4301832,107.8508547
"","solar","",14.4291045,107.8508226
"","solar","",10.8326698,107.9746574
"","solar","",11.7805022,106.7979763
"","solar","",11.5163646,106.9804189
"","solar","",11.5161675,106.9821448
"","solar","",18.2531799,105.8741524
"","solar","",11.6437854,106.1156170
"","solar","",11.0211195,107.3616104
"","solar","",13.8864665,107.6483654
"","solar","",11.7235905,108.8162219
"","solar","",14.8260518,108.8631794
"","solar","",11.1153018,107.2630352
"","solar","",13.8954508,108.2765447
"","solar","",14.5506566,107.8270206
"","solar","",11.5774625,106.7592479
"","solar","",12.6591697,108.1637874
"","solar","",11.2212886,106.5860564
"","solar","",13.5970591,108.2087217
"","solar","",13.8314751,107.6562926
"","solar","",11.9411623,106.7615915
"","solar","",11.4817161,108.9327317
"","solar","",11.4263915,108.9722963
"","solar","",11.2931166,106.9079563
"","solar","",10.8150991,105.9592992
"","solar","",15.5633362,108.2184434
"","solar","",11.6043959,106.2960465
"","solar","",10.7408952,107.3309728
"","solar","",11.4289921,107.0108928
"","solar","",11.5593661,108.8861793
"","solar","",11.7654209,106.5827593
"","solar","",10.6835369,107.4629268
"","solar","",11.3131481,106.5212092
"","solar","",11.3145480,106.5209719
"","solar","",11.6720612,108.9035593
"","solar","",11.2143692,108.6726795
"","solar","",11.1408669,108.3645782
"","solar","",18.2114351,106.0360245
"","solar","",16.6156017,107.4144392
"","solar","",14.4649128,107.9885546
"","solar","",10.9243616,107.4875950
"","solar","",14.7231589,107.5890919
"","solar","",10.6922043,105.5850888
"","solar","",13.9065183,108.5302756
"","solar","",11.9068866,106.6980775
"","solar","",12.2663156,109.0745213
"","solar","",12.3818438,108.9260651
"","solar","",11.8156476,108.8033674
"","solar","",16.2486801,107.3717779
"","solar","",16.2483801,107.3725632
"","solar","",16.2520109,107.3698743
"","solar","",16.2490754,107.3702954
"","solar","",11.2796367,107.3524292
"","solar","",10.9336047,107.3296833
"","solar","",10.9278359,107.3290873
"","solar","",11.9236632,106.5397346
"","solar","",11.5039250,106.1175817
"","solar","",11.5048331,106.1161253
"","solar","",11.8273618,109.0799924
"","solar","solar",12.0104532,109.1021829
"","solar","",11.6960712,107.9812879
"","solar","",11.6966129,107.9855961
